date,open,high,low,close,volume
2021-10-11 07:30:00,0.00738900,0.00738900,0.00737300,0.00738200,829.58000000
2021-10-11 07:45:00,0.00738300,0.00738300,0.00734300,0.00735000,1033.73400000
2021-10-11 08:00:00,0.00734800,0.00737400,0.00732700,0.00733300,2326.33500000
2021-10-11 08:15:00,0.00733300,0.00736300,0.00733200,0.00735500,1145.21600000
2021-10-11 08:30:00,0.00735400,0.00735500,0.00732800,0.00735100,894.67200000
2021-10-11 08:45:00,0.00735100,0.00736000,0.00734300,0.00734300,1002.95000000
2021-10-11 09:00:00,0.00734800,0.00735600,0.00732500,0.00734500,1258.22300000
2021-10-11 09:15:00,0.00734600,0.00738100,0.00734500,0.00737200,1397.96100000
2021-10-11 09:30:00,0.00737200,0.00739200,0.00735900,0.00739000,1729.37700000
2021-10-11 09:45:00,0.00739100,0.00740500,0.00738200,0.00739300,2081.44600000
2021-10-11 10:00:00,0.00739200,0.00746800,0.00739200,0.00746500,6278.03500000
2021-10-11 10:15:00,0.00746600,0.00747700,0.00744900,0.00745400,2179.30300000
2021-10-11 10:30:00,0.00745500,0.00749100,0.00743900,0.00747200,1985.27000000
2021-10-11 10:45:00,0.00747100,0.00748800,0.00745600,0.00747500,1721.85000000
2021-10-11 11:00:00,0.00747500,0.00748300,0.00745100,0.00745100,1367.90100000
2021-10-11 11:15:00,0.00745200,0.00745500,0.00743900,0.00744700,1092.98200000
2021-10-11 11:30:00,0.00744800,0.00745600,0.00742700,0.00742800,2241.11700000
2021-10-11 11:45:00,0.00742900,0.00743700,0.00741200,0.00742500,1488.25800000
2021-10-11 12:00:00,0.00742500,0.00744900,0.00742200,0.00744200,980.10500000
2021-10-11 12:15:00,0.00744200,0.00745300,0.00742800,0.00743100,859.41600000
2021-10-11 12:30:00,0.00743200,0.00744200,0.00742600,0.00743700,976.42900000
2021-10-11 12:45:00,0.00743700,0.00744400,0.00741000,0.00741100,980.82600000
2021-10-11 13:00:00,0.00741300,0.00742500,0.00739500,0.00740800,4282.51100000
2021-10-11 13:15:00,0.00740600,0.00740700,0.00737300,0.00738800,1998.23400000
2021-10-11 13:30:00,0.00739000,0.00739100,0.00736700,0.00737100,1418.83400000
2021-10-11 13:45:00,0.00737000,0.00737800,0.00735800,0.00736000,1419.21300000
2021-10-11 14:00:00,0.00736000,0.00740000,0.00735900,0.00739000,1622.19100000
2021-10-11 14:15:00,0.00739300,0.00740000,0.00738700,0.00738900,1150.81000000
2021-10-11 14:30:00,0.00739000,0.00740100,0.00737400,0.00739100,925.62700000
2021-10-11 14:45:00,0.00739000,0.00740400,0.00738600,0.00739500,928.16100000
2021-10-11 15:00:00,0.00739500,0.00740000,0.00737800,0.00739200,1286.25600000
2021-10-11 15:15:00,0.00739200,0.00739500,0.00733600,0.00733600,1581.32600000
2021-10-11 15:30:00,0.00733600,0.00735500,0.00728900,0.00730500,7792.29000000
2021-10-11 15:45:00,0.00730300,0.00732100,0.00729700,0.00731400,2105.59500000
2021-10-11 16:00:00,0.00731600,0.00731900,0.00729500,0.00729500,1930.19300000
2021-10-11 16:15:00,0.00729500,0.00729700,0.00726900,0.00727000,3539.58200000
2021-10-11 16:30:00,0.00726900,0.00728000,0.00724300,0.00727800,3232.07800000
2021-10-11 16:45:00,0.00727800,0.00730200,0.00726500,0.00729200,1278.96600000
2021-10-11 17:00:00,0.00729200,0.00729800,0.00728500,0.00729200,1383.42900000
2021-10-11 17:15:00,0.00729200,0.00729400,0.00726600,0.00727400,1922.03700000
2021-10-11 17:30:00,0.00727400,0.00728500,0.00726200,0.00726300,1720.85000000
2021-10-11 17:45:00,0.00726200,0.00726500,0.00725100,0.00725800,1728.94400000
2021-10-11 18:00:00,0.00725900,0.00726300,0.00723600,0.00725600,1961.80400000
2021-10-11 18:15:00,0.00725700,0.00727500,0.00724400,0.00726700,2925.62100000
2021-10-11 18:30:00,0.00726600,0.00726800,0.00725200,0.00725600,2095.92200000
2021-10-11 18:45:00,0.00725400,0.00726200,0.00724500,0.00724700,987.62800000
2021-10-11 19:00:00,0.00724700,0.00725000,0.00723300,0.00725000,1439.44900000
2021-10-11 19:15:00,0.00724900,0.00725600,0.00724100,0.00724900,1023.00000000
2021-10-11 19:30:00,0.00724900,0.00725600,0.00724200,0.00724300,657.70100000
2021-10-11 19:45:00,0.00724500,0.00724500,0.00710000,0.00721200,6897.98100000
2021-10-11 20:00:00,0.00721300,0.00721500,0.00718200,0.00719400,1798.62500000
2021-10-11 20:15:00,0.00719300,0.00720100,0.00718800,0.00719400,1279.03600000
2021-10-11 20:30:00,0.00719500,0.00720000,0.00718000,0.00719600,1589.33000000
